set,filename,class,xmin,ymin,ec1,ec2,xmax,ymax,ec3,ec4
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0289_preproc.jpg,pollen,0.15859375,0.8861111111111111,,,0.228125,0.9930555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0297_preproc_unblurred.jpg,pollen,0.04375,0.125,,,0.12109375,0.25277777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0313_preproc_unblurred.jpg,pollen,0.20625,0.2569444444444444,,,0.2828125,0.3944444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0321_preproc_unblurred.jpg,pollen,0.25234375,0.2458333333333333,,,0.33828125,0.3736111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0349_preproc_unblurred.jpg,pollen,0.2421875,0.6819444444444445,,,0.30390625,0.7805555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0369_preproc_unblurred.jpg,pollen,0.2640625,0.26944444444444443,,,0.31953125,0.4,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0370_preproc_unblurred.jpg,pollen,0.2703125,0.2708333333333333,,,0.32421875,0.3986111111111112,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0371_preproc_unblurred.jpg,pollen,0.26796875,0.2722222222222222,,,0.33046875,0.3930555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0380_preproc.jpg,pollen,0.3453125,0.24305555555555555,,,0.43203125,0.3611111111111111,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0382_preproc.jpg,pollen,0.35859375,0.2486111111111111,,,0.45859375,0.3638888888888889,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0383_preproc.jpg,pollen,0.36953125,0.2611111111111111,,,0.45859375,0.3625,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0384_preproc.jpg,pollen,0.371875,0.2625,,,0.46796875,0.37083333333333335,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0385_preproc_unblurred.jpg,pollen,0.3703125,0.2722222222222222,,,0.46484375,0.36666666666666653,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0386_preproc.jpg,pollen,0.3703125,0.2569444444444444,,,0.46484375,0.3597222222222222,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0392_preproc.jpg,pollen,0.378125,0.2152777777777778,,,0.46953125,0.3597222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0461_preproc_unblurred.jpg,pollen,0.50859375,0.0375,,,0.55859375,0.19583333333333333,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0564_preproc.jpg,pollen,0.17109375,0.4847222222222222,,,0.259375,0.6097222222222223,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0568_preproc.jpg,pollen,0.28515625,0.5166666666666667,,,0.36171875,0.6652777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0569_preproc_unblurred.jpg,pollen,0.30390625,0.5277777777777778,,,0.37890625,0.6625,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0570_preproc_unblurred.jpg,pollen,0.31328125,0.5347222222222222,,,0.38359375,0.6722222222222223,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0584_preproc.jpg,pollen,0.3953125,0.4430555555555555,,,0.45625,0.6125,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0585_preproc.jpg,pollen,0.390625,0.4263888888888889,,,0.45703125,0.5958333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0776_preproc_unblurred.jpg,pollen,0.384375,0.05416666666666667,,,0.4546875,0.2111111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0777_preproc_unblurred.jpg,pollen,0.40234375,0.05416666666666667,,,0.44921875,0.22777777777777775,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0778_preproc_unblurred.jpg,pollen,0.38203125,0.05555555555555555,,,0.44921875,0.2111111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0779_preproc_unblurred.jpg,pollen,0.38046875,0.0375,,,0.4484375,0.20277777777777775,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0780_preproc_unblurred.jpg,pollen,0.3859375,0.05138888888888889,,,0.45703125,0.20694444444444446,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0781_preproc_unblurred.jpg,pollen,0.3984375,0.05138888888888889,,,0.45390625,0.23472222222222225,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0782_preproc_unblurred.jpg,pollen,0.40546875,0.030555555555555555,,,0.4546875,0.21666666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0791_preproc_unblurred.jpg,pollen,0.42578125,0.04861111111111111,,,0.4796875,0.20833333333333331,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0816_preproc.jpg,pollen,0.484375,0.11944444444444445,,,0.54375,0.2652777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0826_preproc_unblurred.jpg,pollen,0.45859375,0.10555555555555557,,,0.5453125,0.2722222222222222,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0827_preproc.jpg,pollen,0.44453125,0.10277777777777776,,,0.53828125,0.25555555555555554,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0850_preproc.jpg,pollen,0.3625,0.04027777777777778,,,0.41953125,0.1736111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0856_preproc.jpg,pollen,0.34140625,0.02083333333333333,,,0.4015625,0.19166666666666668,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0866_preproc.jpg,pollen,0.24140625,0.04027777777777778,,,0.3078125,0.15555555555555556,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0883_preproc.jpg,pollen,0.04140625,0.0763888888888889,,,0.11796875,0.2111111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0899_preproc_unblurred.jpg,pollen,0.05859375,0.6138888888888889,,,0.146875,0.7708333333333334,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0910_preproc_unblurred.jpg,pollen,0.27578125,0.6027777777777777,,,0.3546875,0.7430555555555556,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0911_preproc.jpg,pollen,0.2890625,0.6097222222222223,,,0.3625,0.7583333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0913_preproc_unblurred.jpg,pollen,0.3,0.6166666666666667,,,0.38359375,0.7527777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0914_preproc_unblurred.jpg,pollen,0.30859375,0.6055555555555555,,,0.3890625,0.7444444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0915_preproc_unblurred.jpg,pollen,0.32265625,0.6111111111111112,,,0.4046875,0.7347222222222223,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img0916_preproc.jpg,pollen,0.3171875,0.6194444444444445,,,0.41015625,0.7305555555555555,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1097_preproc.jpg,pollen,0.59609375,0.25277777777777777,,,0.653125,0.3611111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1099_preproc.jpg,pollen,0.59453125,0.25555555555555554,,,0.653125,0.35694444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1100_preproc.jpg,pollen,0.59140625,0.2486111111111111,,,0.65078125,0.3458333333333333,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1101_preproc.jpg,pollen,0.5921875,0.2458333333333333,,,0.6578125,0.3333333333333333,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1105_preproc.jpg,pollen,0.60234375,0.20277777777777775,,,0.66640625,0.3263888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1106_preproc.jpg,pollen,0.6,0.2,,,0.6625,0.31666666666666665,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1134_preproc_unblurred.jpg,pollen,0.60390625,0.2625,,,0.69765625,0.3736111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1135_preproc_unblurred.jpg,pollen,0.596875,0.2569444444444444,,,0.69921875,0.36666666666666653,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1157_preproc.jpg,pollen,0.54921875,0.17916666666666667,,,0.6203125,0.2805555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1333_preproc.jpg,pollen,0.7453125,0.4430555555555555,,,0.828125,0.5430555555555555,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1364_preproc.jpg,pollen,0.890625,0.5694444444444444,,,0.97265625,0.6638888888888889,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1474_preproc.jpg,pollen,0.69921875,0.5319444444444444,,,0.77265625,0.6069444444444444,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1486_preproc.jpg,pollen,0.69296875,0.5069444444444444,,,0.76640625,0.6027777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1652_preproc.jpg,pollen,0.5671875,0.3541666666666667,,,0.63671875,0.4319444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid06_img1936_preproc_unblurred.jpg,pollen,0.640625,0.26944444444444443,,,0.68828125,0.3944444444444444,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid07_img0126_preproc.jpg,pollen,0.18125,0.09861111111111112,,,0.265625,0.20694444444444446,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid07_img0127_preproc.jpg,pollen,0.18203125,0.09861111111111112,,,0.27109375,0.20972222222222225,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid07_img0144_preproc.jpg,pollen,0.21953125,0.1930555555555556,,,0.31484375,0.2875,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid07_img0170_preproc.jpg,pollen,0.33671875,0.3694444444444445,,,0.42109375,0.4847222222222222,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid07_img0267_preproc.jpg,pollen,0.40234375,0.6902777777777778,,,0.49609375,0.9013888888888888,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid07_img0311_preproc.jpg,pollen,0.5109375,0.22777777777777775,,,0.58359375,0.30277777777777776,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid07_img0901_preproc_unblurred.jpg,pollen,0.44375,0.2805555555555556,,,0.95625,0.9847222222222224,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid07_img2212_preproc_unblurred.jpg,pollen,0.4796875,0.33194444444444443,,,0.96328125,0.9569444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid07_img2231_preproc_unblurred.jpg,pollen,0.4953125,0.3416666666666667,,,0.965625,0.9569444444444444,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid07_img2761_preproc.jpg,pollen,0.853125,0.6652777777777777,,,0.9578125,0.7958333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img10042_preproc.jpg,pollen,0.6390625,0.3555555555555556,,,0.7359375,0.4833333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img10147_preproc.jpg,pollen,0.36640625,0.2972222222222222,,,0.47265625,0.4236111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img12920_preproc_unblurred.jpg,pollen,0.771875,0.16944444444444445,,,0.83046875,0.23472222222222225,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img13164_preproc_unblurred.jpg,pollen,0.46640625,0.10833333333333334,,,0.51953125,0.2013888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9127_preproc.jpg,pollen,0.784375,0.525,,,0.87578125,0.6791666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9157_preproc.jpg,pollen,0.68515625,0.5263888888888889,,,0.77265625,0.6472222222222223,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9170_preproc.jpg,pollen,0.65859375,0.5861111111111111,,,0.7515625,0.6958333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9184_preproc.jpg,pollen,0.61953125,0.6472222222222223,,,0.703125,0.7694444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9211_preproc.jpg,pollen,0.859375,0.1625,,,0.9296875,0.2986111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9242_preproc.jpg,pollen,0.67109375,0.5222222222222223,,,0.7546875,0.6541666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9270_preproc.jpg,pollen,0.578125,0.5986111111111111,,,0.64609375,0.7319444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9321_preproc.jpg,pollen,0.625,0.4069444444444445,,,0.73203125,0.5375,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9608_preproc.jpg,pollen,0.69921875,0.0013888888888888892,,,0.8265625,0.13333333333333333,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9679_preproc.jpg,pollen,0.64921875,0.4430555555555555,,,0.73984375,0.6236111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid08_img9920_preproc.jpg,pollen,0.60625,0.175,,,0.73828125,0.32916666666666666,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0169_preproc.jpg,pollen,0.7828125,0.5958333333333333,,,0.83984375,0.6763888888888889,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0171_preproc.jpg,pollen,0.70859375,0.5875,,,0.7640625,0.6888888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0173_preproc.jpg,pollen,0.6703125,0.5819444444444445,,,0.71640625,0.675,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0181_preproc.jpg,pollen,0.53203125,0.5166666666666667,,,0.58515625,0.5958333333333333,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0220_preproc.jpg,pollen,0.72890625,0.5,,,0.7890625,0.5847222222222223,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0221_preproc.jpg,pollen,0.66875,0.5194444444444445,,,0.72265625,0.5930555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0223_preproc.jpg,pollen,0.621875,0.5236111111111111,,,0.66953125,0.5958333333333333,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0227_preproc.jpg,pollen,0.5484375,0.5680555555555555,,,0.59921875,0.6430555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0564_preproc.jpg,pollen,0.88203125,0.5027777777777778,,,0.94140625,0.5958333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0565_preproc.jpg,pollen,0.87578125,0.4986111111111111,,,0.940625,0.6055555555555555,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0566_preproc.jpg,pollen,0.80859375,0.5263888888888889,,,0.8796875,0.6138888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0567_preproc.jpg,pollen,0.81015625,0.5263888888888889,,,0.87890625,0.6152777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0568_preproc.jpg,pollen,0.75390625,0.525,,,0.815625,0.6097222222222223,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0569_preproc.jpg,pollen,0.75390625,0.5208333333333334,,,0.81484375,0.6069444444444444,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0570_preproc.jpg,pollen,0.703125,0.4958333333333334,,,0.7640625,0.5861111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0571_preproc.jpg,pollen,0.70625,0.5055555555555555,,,0.76484375,0.5819444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0572_preproc.jpg,pollen,0.66171875,0.4861111111111111,,,0.71875,0.5833333333333334,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0574_preproc.jpg,pollen,0.6140625,0.5,,,0.67265625,0.5819444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0576_preproc.jpg,pollen,0.57890625,0.5333333333333333,,,0.63515625,0.6069444444444444,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0578_preproc.jpg,pollen,0.5546875,0.5486111111111112,,,0.61015625,0.6319444444444444,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0580_preproc.jpg,pollen,0.52734375,0.5458333333333333,,,0.58359375,0.6263888888888889,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0758_preproc.jpg,pollen,0.9046875,0.4930555555555556,,,0.97265625,0.5888888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0760_preproc.jpg,pollen,0.85078125,0.4986111111111111,,,0.93046875,0.5958333333333333,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0762_preproc.jpg,pollen,0.8125,0.5208333333333334,,,0.88046875,0.6263888888888889,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0766_preproc.jpg,pollen,0.72578125,0.5541666666666667,,,0.79140625,0.6597222222222222,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0768_preproc.jpg,pollen,0.69609375,0.5736111111111111,,,0.75859375,0.6694444444444444,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0770_preproc.jpg,pollen,0.6625,0.5805555555555556,,,0.7234375,0.6722222222222223,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0774_preproc.jpg,pollen,0.58515625,0.5819444444444445,,,0.63046875,0.6777777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0777_preproc.jpg,pollen,0.5546875,0.5805555555555556,,,0.60546875,0.6694444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0786_preproc.jpg,pollen,0.48828125,0.5958333333333333,,,0.5375,0.6847222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0983_preproc.jpg,pollen,0.89921875,0.3263888888888889,,,0.959375,0.4194444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0984_preproc.jpg,pollen,0.8125,0.3527777777777778,,,0.87421875,0.44722222222222224,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0986_preproc.jpg,pollen,0.75078125,0.3416666666666667,,,0.8046875,0.4694444444444445,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0988_preproc.jpg,pollen,0.69921875,0.3527777777777778,,,0.75546875,0.4541666666666666,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0990_preproc.jpg,pollen,0.6703125,0.3472222222222222,,,0.7265625,0.44583333333333336,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0992_preproc.jpg,pollen,0.64140625,0.35694444444444445,,,0.70390625,0.4597222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid09_img0997_preproc.jpg,pollen,0.6046875,0.3625,,,0.65703125,0.4611111111111112,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0001_preproc_unblurred.jpg,pollen,0.4640625,0.6305555555555555,,,0.50703125,0.7361111111111112,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0002_preproc_unblurred.jpg,pollen,0.46875,0.6208333333333333,,,0.50546875,0.7319444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0003_preproc_unblurred.jpg,pollen,0.465625,0.6194444444444445,,,0.50703125,0.7208333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0004_preproc_unblurred.jpg,pollen,0.46484375,0.6111111111111112,,,0.5046875,0.7166666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0005_preproc_unblurred.jpg,pollen,0.46328125,0.6069444444444444,,,0.50546875,0.7152777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0006_preproc_unblurred.jpg,pollen,0.4640625,0.6,,,0.5078125,0.7013888888888888,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0007_preproc_unblurred.jpg,pollen,0.46015625,0.5944444444444444,,,0.51015625,0.6986111111111111,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0008_preproc.jpg,pollen,0.46953125,0.5888888888888889,,,0.51015625,0.6972222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0024_preproc_unblurred.jpg,pollen,0.47578125,0.5125,,,0.51015625,0.6152777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0069_preproc_unblurred.jpg,pollen,0.46484375,0.5111111111111111,,,0.50625,0.6027777777777777,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0070_preproc.jpg,pollen,0.45703125,0.5027777777777778,,,0.51171875,0.6,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0074_preproc_unblurred.jpg,pollen,0.45546875,0.5,,,0.51171875,0.5805555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0083_preproc_unblurred.jpg,pollen,0.59375,0.5680555555555555,,,0.63046875,0.6611111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0097_preproc_unblurred.jpg,pollen,0.58046875,0.5222222222222223,,,0.62265625,0.6013888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0098_preproc_unblurred.jpg,pollen,0.62265625,0.5166666666666667,,,0.6609375,0.6013888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0099_preproc_unblurred.jpg,pollen,0.50546875,0.6569444444444444,,,0.5453125,0.7791666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0129_preproc_unblurred.jpg,pollen,0.4921875,0.6333333333333333,,,0.54375,0.7583333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0130_preproc_unblurred.jpg,pollen,0.4578125,0.6305555555555555,,,0.50625,0.7430555555555556,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0132_preproc.jpg,pollen,0.396875,0.6305555555555555,,,0.44765625,0.7444444444444445,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0133_preproc.jpg,pollen,0.39296875,0.6166666666666667,,,0.4421875,0.7305555555555555,,
